Canonical,Strategy,Lparts
BATTERY 3.3V BAT-FLAT,NODEVICE
BRIDGE RECTIFIER MB6S TO269AA,EXACT_MATCH_FFP,@AG@MB6S-TPMSTR-ND,@AG@MB6S-TPMSCT-ND,@AG@MB6STR-ND,@AG@MB6SCT-ND,@AG@MB6S-E3/80GITR-ND,@AG@MB6S-E3/80GICT-ND,@AG@MB6S-E3/45GI-ND
BRIDGE RECTIFIER W06G BRIDGE-W010,CATEGORY UNKNOWN
BUZZER BUZZER RCY300-600,NODEVICE
CAP ELEC THRU 1000uF/35V RCY200P-550,NODEVICE
CAP ELEC THRU 1000uF/63V RCY300P,NODEVICE
CAP ELEC THRU 100uF/35V RCY150P-320,NODEVICE
CAP ELEC THRU 100uF/50V RCY125P-370,NODEVICE
CAP ELEC THRU 10uF/250V RCY200P-400,NODEVICE
CAP ELEC THRU 10uF/250V RCY200P-400,NODEVICE
CAP ELEC THRU 10uF/63V RCY100P-250,NODEVICE
CAP ELEC THRU 2200uF/25V RCY300P-700,NODEVICE
CAP ELEC THRU 220uF/25V RCY125P-370,NODEVICE
CAP ELEC THRU 220uF/25V RCY200P-400,NODEVICE
CAP ELEC THRU 220uF/400V RCY400P-1000,NODEVICE
CAP ELEC THRU 3.3uF/250V RCY200P-400,NODEVICE
CAP ELEC THRU 4700uF/35V RCY300P-700,NODEVICE
CAP ELEC THRU 4700uF/35V RCY415P-850,NODEVICE
CAP ELEC THRU 4700uF/50V RCY400P-1000,NODEVICE
CAP PAPER THRU 10nF/2000V ACY1100-400,NODEVICE
CAP POLY THRU 100nF/400V (104) RCY300P-100,NODEVICE
CAP POLY THRU 10nF/35V (103) RCY200P-150,NODEVICE
CAP POLY THRU 1nF/300V (102) RCY425P-100,NODEVICE
CAP POLY THRU 1nF/300V RCY425P-100,NODEVICE
CAP POLY THRU 220nF/250V RCY425P-200,NODEVICE
CAP TANT THRU 33uF/35V RCY100P-300,NODEVICE
CONN BARREL 2.1MM PM RA,NODEVICE
CONN BERG STRIP 02PIN 1R ST,NODEVICE
CONN BERG STRIP 03PIN 1R ST,NODEVICE
CONN BERG STRIP 04PIN 1R ST,NODEVICE
CONN BERG STRIP 05PIN 1R ST,NODEVICE
CONN BERG STRIP 09PIN 1R ST,NODEVICE
CONN BERG STRIP 10PIN 1R ST,NODEVICE
CONN BERG STRIP 16PIN 1R ST,NODEVICE
CONN BERG STRIP 20PIN 1R ST,NODEVICE
CONN BERG STRIP 2x02PIN 2R ST,NODEVICE
CONN BERG STRIP 2x03PIN 2R ST,NODEVICE
CONN BERG STRIP 2x04PIN 2R ST,NODEVICE
CONN BERG STRIP 2x05PIN 2R ST,NODEVICE
CONN BERG STRIP 2x07PIN 2R ST,NODEVICE
CONN BERG STRIP 2x10PIN 2R ST,NODEVICE
CONN BERG STRIP 2x13PIN 2R ST,NODEVICE
CONN DTYPE DB25 PM RA F,NODEVICE
CONN DTYPE DB25 PM RA M,NODEVICE
CONN DTYPE DB9 PM RA F,NODEVICE
CONN DTYPE DB9 PM RA M,NODEVICE
CONN DTYPE DB9 PM ST F,NODEVICE
CONN DTYPE DB9 PM ST M,NODEVICE
CONN FRC 10PIN PM ST NL,NODEVICE
CONN FRC 20PIN PM ST NL,NODEVICE
CONN FRC 26PIN PM ST NL,NODEVICE
CONN INTERBOARD ESQ-104-12-G-D,NODEVICE
CONN INTERBOARD ESQ-104-14-G-D,NODEVICE
CONN INTERBOARD ESQ-110-12-G-D,NODEVICE
CONN INTERBOARD ESQ-110-14-G-D,NODEVICE
CONN INTERBOARD ESQ-113-12-G-D,NODEVICE
CONN INTERBOARD ESQ-113-14-G-D,NODEVICE
CONN MINIDIN 04PIN PM RA,NODEVICE
CONN MINIDIN 06PIN PM RA,NODEVICE
CONN MOLEX 04PIN PM RA,NODEVICE
CONN MOLEX MINIFIT 06PIN 2R M ST,NODEVICE
CONN MOLEX MINIFIT 10PIN 2R M ST,NODEVICE
CONN MOLEX MINIFIT 12PIN 2R M ST,NODEVICE
CONN MOLEX MINIFIT 14PIN 2R M ST,NODEVICE
CONN MOLEX MINIFIT 16PIN 2R M ST,NODEVICE
CONN SIP 02PIN PM ST,NODEVICE
CONN SIP 03PIN PM ST,NODEVICE
CONN SIP 04PIN PM ST,NODEVICE
CONN SIP 05PIN PM ST,NODEVICE
CONN SIP 06PIN PM ST,NODEVICE
CONN SIP 08PIN PM ST,NODEVICE
CONN SIP 10PIN PM ST,NODEVICE
CONN SIP 16PIN PM ST,NODEVICE
CONN STEREO 6.3MM PM RA,NODEVICE
CONN TERMINAL 02PIN PM RA,NODEVICE
CONN TERMINAL 03PIN PM RA,NODEVICE
CONN TERMINAL 04PIN PM RA,NODEVICE
CONN TERMINAL 05PIN PM RA,NODEVICE
CONN TERMINAL 06PIN PM RA,NODEVICE
CONN TERMINAL 07PIN PM RA,NODEVICE
CONN TERMINAL 08PIN PM RA,NODEVICE
CONN TERMINAL 12PIN PM RA,NODEVICE
CONN TERMINAL BLOCK 02PIN ST,NODEVICE
CONN USB B PM RA THRU,NODEVICE
DIODE SMD LL4148 1206P,EXACT_MATCH_FFP,@AG@LL4148FSTR-ND,@AG@LL4148FSCT-ND,@AG@FDLL4148TR-ND,@AG@FDLL4148CT-ND,@AG@568-1749-2-ND,@AG@568-8106-2-ND,@AG@568-1749-1-ND,@AG@568-8106-1-ND,@AG@LL4148-GS18TR-ND,@AG@LL4148-GS18CT-ND,@AG@LL4148-GS08TR-ND,@AG@LL4148-GS08CT-ND,@AG@FDLL4148_D87ZTR-ND,@AG@FDLL4148_D87ZCT-ND
